,age,job,marital,education,default,balance,housing,loan
31977,41,9,1,2,0,816,1,1
35661,45,6,1,1,0,264,1,0
38188,29,1,1,1,0,368,1,0
8199,34,7,2,1,0,-96,1,0
23325,38,4,2,2,0,194,0,0
20756,54,9,1,1,0,2225,0,1
4425,35,1,1,1,0,499,1,0
36557,42,2,0,1,0,335,1,0
32197,52,1,1,0,0,281,1,0
27397,45,0,2,1,0,946,1,0
17016,43,4,1,1,0,1424,1,0
22565,31,9,2,2,0,336,0,0
32548,34,7,1,1,0,703,0,0
40837,72,11,1,3,0,1165,0,0
15466,33,7,1,1,0,-27,1,0
33882,29,8,2,1,0,78,0,0
8841,27,0,1,1,0,-247,1,1
18867,45,1,1,3,0,0,0,0
22392,31,9,2,1,0,1,0,0
4695,36,1,2,1,0,2390,1,0
7462,32,1,1,1,0,298,1,0
18090,45,9,1,1,0,1841,1,0
30867,43,4,1,2,0,938,1,0
13066,33,2,1,1,0,-627,1,1
19508,52,4,2,2,0,741,0,0
32429,38,4,1,2,0,1617,1,0
4075,55,9,1,1,0,517,1,1
6227,29,7,2,2,0,2564,1,0
2090,39,1,0,1,0,36,1,0
25220,54,0,1,1,0,3729,0,1
14102,29,0,1,1,0,287,0,1
41781,35,4,2,2,0,2646,0,0
10638,39,6,2,2,0,0,0,0
32783,34,1,1,1,0,678,1,0
37294,34,6,2,2,0,1798,1,0
36944,39,1,2,1,0,631,1,0
36505,34,1,1,1,0,0,1,1
27434,40,4,1,1,0,4025,1,0
13408,53,5,2,2,0,888,1,0
13596,30,0,1,1,0,350,0,1
23863,34,0,1,1,0,96,0,0
13629,35,9,2,2,0,364,0,1
38068,35,1,1,1,0,667,1,0
32215,32,9,2,1,0,309,1,1
23663,30,9,0,1,0,3028,1,0
32590,45,10,0,0,0,407,1,0
29649,59,11,1,0,0,282,0,0
45017,27,9,2,1,0,643,0,0
41528,34,4,1,2,0,158,0,0
19224,53,4,0,2,0,269,0,0
19755,35,4,1,2,0,-4,0,0
44467,42,0,1,2,0,1536,0,0
31413,34,9,1,1,0,390,1,0
44116,36,9,2,1,0,966,0,0
33263,45,4,1,2,0,126,1,0
5760,39,10,2,2,0,97,1,1
33626,51,1,1,0,0,2832,1,0
21756,47,7,1,1,0,459,0,0
27388,32,7,1,1,0,1076,0,0
7587,52,4,0,2,0,2909,1,0
24530,37,4,1,2,0,785,1,0
1854,37,9,1,1,0,277,1,0
20689,51,10,1,1,0,2254,0,0
33503,21,8,2,0,0,3472,0,0
16280,38,0,1,1,0,532,1,0
6405,35,4,1,2,0,949,1,0
4178,26,1,2,1,0,-5,0,0
13292,54,9,1,2,0,758,1,1
15870,34,4,1,1,0,1007,1,0
27603,48,9,1,1,0,761,0,0
32892,49,2,1,1,0,687,1,0
28439,38,4,1,2,0,1354,1,0
21822,33,9,2,1,1,-374,0,1
42884,33,0,1,2,0,0,1,1
9427,39,7,1,1,0,-540,0,0
16330,31,4,1,1,1,0,0,1
28075,53,11,1,3,0,549,0,0
24976,41,4,1,2,0,0,1,0
22843,42,9,1,1,0,827,0,0
677,35,9,1,1,0,-131,1,0
36478,46,7,0,1,0,124,1,1
29436,51,7,1,1,0,867,1,0
39206,34,1,2,0,0,4723,1,0
13047,29,1,2,0,0,170,1,0
2862,55,10,0,1,0,283,1,1
43580,79,5,0,0,0,20,0,0
8334,38,1,1,0,0,-854,1,0
21989,37,4,1,2,0,16,0,0
34578,31,1,2,1,0,350,1,0
24326,40,7,0,1,0,5766,1,1
23917,31,9,0,1,0,0,0,0
19947,34,9,1,1,0,5266,0,0
14590,34,1,1,1,0,291,1,0
20246,32,10,1,2,0,1364,0,0
31202,33,9,1,1,0,218,1,1
37139,35,1,1,1,0,323,1,0
30522,51,10,1,1,0,3640,0,0
11573,45,4,1,2,0,-52,1,0
6631,26,9,2,1,0,668,1,0
9635,46,3,1,0,0,1676,0,0
28365,41,1,1,1,0,16,0,0
40428,56,0,1,0,0,3562,0,0
34472,55,4,0,2,0,2625,1,0
7771,38,4,1,2,0,2548,1,0
7324,33,1,2,0,0,127,1,0
36669,32,3,1,0,0,51,1,0
40739,47,3,1,0,0,0,0,0
41875,62,4,0,2,0,1619,0,0
9130,61,3,1,3,0,0,0,0
767,46,9,1,1,1,289,0,0
6495,49,9,0,1,0,-1547,1,1
27688,38,9,1,1,0,1063,1,0
26290,38,1,1,1,0,6994,1,0
16425,43,4,0,1,0,1387,0,0
27298,35,8,0,2,0,100,0,0
6465,30,4,1,1,0,-397,1,0
22768,47,7,1,1,0,756,0,0
32504,59,4,1,0,0,2358,1,0
36142,43,7,0,3,0,-291,1,0
1133,46,1,1,1,0,1045,1,1
9927,57,10,1,0,0,7880,0,0
39750,57,5,1,2,0,0,0,0
15084,47,1,1,0,0,840,0,1
32555,36,1,2,0,0,263,1,0
18785,56,1,1,0,0,2163,0,0
3430,35,1,2,0,0,1215,1,0
10153,52,3,1,0,0,3283,0,0
44010,49,0,2,1,0,293,0,0
21886,30,4,1,2,0,1390,0,0
14582,42,4,1,2,0,-100,1,0
17201,31,4,2,2,0,0,1,0
9047,52,3,1,1,0,14363,0,0
12940,31,0,2,2,0,383,0,1
31414,77,5,1,1,0,9601,0,0
20883,32,9,1,1,0,199,0,1
34707,47,9,1,0,0,434,1,1
9461,48,4,1,1,0,11146,0,0
4907,28,7,2,3,0,-70,1,1
20081,44,4,0,2,0,935,0,0
20437,41,9,2,1,0,297,0,1
27973,54,9,0,1,0,0,1,0
2943,40,1,1,1,0,1313,0,0
6407,29,2,1,1,0,452,1,0
18915,51,3,1,3,0,21244,0,1
340,41,1,2,1,0,842,1,0
21988,47,7,1,1,0,439,1,0
34272,26,6,2,2,0,1153,0,0
3349,29,1,2,1,0,874,1,0
159,48,1,1,1,0,904,1,0
35999,33,1,1,0,0,139,1,0
21426,30,4,2,2,0,0,0,0
9194,40,7,2,1,0,1038,0,0
14479,48,3,0,1,0,-621,0,1
33099,37,1,1,1,0,903,1,0
10099,41,4,2,2,0,8368,0,0
21913,44,4,1,2,0,0,0,0
33806,52,0,1,1,0,722,0,0
18438,41,1,1,0,0,2053,0,0
43388,27,6,2,2,0,1393,0,0
40932,74,5,1,1,0,291,0,0
22923,32,4,2,2,0,2536,1,0
45073,37,4,1,2,0,203,0,0
31584,33,0,1,2,0,1636,1,1
16865,38,7,1,1,0,311,0,1
17422,34,9,2,1,0,2683,0,0
27739,42,10,0,1,0,759,0,0
18021,44,4,0,2,0,6486,0,0
39949,27,8,2,1,0,121,0,0
8828,30,11,2,0,0,13052,0,0
39934,54,4,1,2,0,55,1,0
39588,32,9,0,2,0,267,0,0
11007,51,9,1,2,0,1911,1,1
28496,30,7,2,1,0,1923,0,1
17601,42,0,2,1,0,150,0,1
36776,31,1,1,1,0,-112,1,0
27336,31,7,1,1,0,851,1,0
42236,65,5,1,1,0,1370,0,0
23612,40,3,1,0,0,0,0,0
26167,41,1,2,1,0,495,1,0
25585,41,0,1,1,0,80,0,0
35884,59,0,1,1,0,-198,1,1
11930,38,9,2,1,0,258,0,1
25189,47,0,2,1,0,2540,0,0
36259,32,7,2,1,0,-23,0,0
26766,34,4,2,2,0,1310,0,1
10880,58,1,1,1,0,544,0,0
5988,37,1,1,0,0,-196,1,0
16097,37,4,1,2,0,347,1,0
9943,57,4,1,0,0,595,0,0
9158,51,10,1,0,0,0,0,0
26629,54,4,1,1,0,1660,0,0
23975,40,9,0,1,0,841,0,1
20474,34,4,2,2,0,2757,1,0
29603,60,5,1,2,0,3461,0,0
14223,46,1,1,1,0,853,0,0
28360,28,1,1,1,0,255,1,0
7520,43,1,1,3,1,-715,1,0
10999,36,3,1,0,0,758,0,0
38739,32,4,1,2,0,91,0,0
29190,41,0,1,1,0,437,1,0
8473,48,7,0,1,0,4408,1,0
676,37,1,1,0,0,215,1,1
8901,28,4,2,2,0,-380,1,0
12562,61,5,1,1,0,313,0,1
4203,20,8,2,1,0,67,1,0
14429,39,3,1,0,0,34,1,0
26781,30,4,2,1,0,186,1,0
6140,28,1,1,0,0,46,1,0
10979,36,6,1,2,0,4515,1,0
12013,52,7,0,1,0,765,1,0
12765,43,9,1,1,0,-796,0,0
5873,54,4,0,1,0,-415,1,0
32458,46,1,1,0,0,57,1,0
11873,44,4,0,2,0,2237,1,0
37225,34,7,1,1,0,1314,1,0
14716,45,9,1,1,0,1786,1,1
39668,27,4,2,2,0,7,0,0
2420,24,9,2,2,0,596,1,0
30610,28,1,2,1,0,2909,0,0
6666,33,0,0,1,0,-403,1,0
22960,53,9,1,1,0,206,0,0
23968,59,3,1,0,0,418,0,0
43498,22,8,2,0,0,3472,0,0
35779,36,7,1,1,0,138,1,0
12456,59,9,1,1,0,0,0,0
6990,33,0,1,1,1,-675,1,0
29543,53,1,1,0,0,751,1,0
16159,34,1,1,0,0,0,1,0
26239,37,7,1,1,0,692,1,0
28371,36,2,2,2,0,658,1,0
23304,34,9,1,1,0,1057,0,1
43821,32,0,2,1,0,554,1,0
35986,39,7,1,0,0,324,1,0
33479,64,5,1,1,0,571,1,0
4621,30,4,1,2,0,859,1,0
33694,57,4,1,0,0,6900,0,0
1288,26,8,2,1,0,85,1,0
12821,28,9,2,1,0,909,0,1
24079,51,2,1,2,0,5254,1,0
12364,30,7,2,1,0,1487,0,1
39052,30,1,0,0,0,53,1,0
8263,59,1,1,1,0,475,1,1
8970,56,5,0,0,0,0,0,0
11580,28,9,2,1,0,593,1,0
30996,41,7,1,3,0,230,1,0
195,33,1,2,1,0,307,1,0
41734,38,7,0,1,0,53,0,0
11240,48,0,1,1,0,1800,1,0
45153,64,5,1,2,0,2059,0,1
26469,51,1,0,1,1,56,1,1
1987,36,1,1,3,0,714,0,0
16611,53,7,1,1,0,24,1,0
32529,28,8,2,1,0,378,1,0
30837,40,0,1,1,0,100,1,0
36982,46,7,1,1,0,451,1,1
44586,30,9,2,1,0,86,0,0
34988,26,2,1,2,0,37,1,1
1638,27,0,2,3,0,230,1,0
6873,29,7,0,1,0,1336,1,0
22942,51,4,0,1,0,292,0,0
40917,43,9,1,2,0,2643,0,0
8146,60,2,1,1,0,2525,1,0
39746,45,4,2,2,0,1411,0,0
24791,38,9,2,2,0,1674,0,0
15554,36,4,0,2,0,94,0,1
33791,67,5,2,2,0,3377,0,0
2782,51,9,1,3,0,573,1,1
34010,31,7,1,1,0,1422,0,0
36183,46,2,1,0,0,5130,1,1
40389,80,5,1,2,0,3669,0,0
1430,25,2,1,2,0,37,1,1
37418,47,0,1,1,0,642,1,0
43382,31,4,2,2,0,9629,0,0
20763,56,7,1,1,0,0,0,0
13504,53,9,0,1,0,320,0,0
10082,50,4,1,2,0,0,0,0
23136,56,0,1,1,0,370,0,0
10780,50,5,1,0,0,1098,0,0
11021,57,3,1,0,0,0,0,0
22324,52,4,1,2,0,1339,1,0
34780,38,9,2,1,0,1019,1,0
31364,30,4,1,2,0,8089,1,0
1568,52,1,1,1,0,-17,1,0
9370,46,11,1,3,0,2505,0,0
33958,33,4,1,2,0,956,1,0
13580,44,0,0,1,0,145,0,1
20197,47,1,1,0,0,4520,0,0
40170,30,10,2,2,0,1159,0,0
19124,60,5,1,1,0,0,0,0
41079,60,5,1,3,0,209,0,0
17389,37,7,1,1,0,1616,1,0
30331,27,4,2,2,0,2849,0,0
15449,28,7,2,1,0,458,0,0
24788,53,2,1,3,0,2496,0,1
16002,29,8,2,2,0,652,1,0
11606,25,1,1,1,0,1782,1,0
40599,44,4,1,2,0,1646,1,0
41047,46,10,2,2,0,44,0,0
34662,44,4,0,2,0,0,1,1
5107,53,1,1,1,0,813,1,0
29179,52,10,1,0,0,3175,0,0
34293,33,10,2,2,0,850,0,0
6540,33,4,1,2,0,1657,1,0
33869,30,0,2,1,0,213,0,0
35202,34,1,0,1,0,-131,1,0
25206,35,4,1,2,0,646,1,0
43827,48,3,1,1,0,0,0,0
25641,40,3,1,1,0,1783,1,1
39282,25,1,2,1,0,286,1,0
22591,45,7,1,1,0,1064,0,0
29096,53,4,1,0,0,798,1,0
26096,49,1,1,1,0,4259,0,0
15313,35,10,1,2,0,-94,1,0
24211,43,9,0,1,0,1648,0,0
25089,45,6,1,2,0,-312,0,0
2123,43,6,2,1,0,798,1,0
27663,54,4,1,0,0,5787,0,0
17784,41,9,1,2,0,91,0,1
25266,36,4,1,2,0,521,0,1
16411,42,4,1,1,0,1331,0,0
27885,31,6,2,2,0,1657,1,1
769,39,1,1,0,0,245,1,0
27907,59,5,1,0,0,13,0,0
24060,33,0,1,2,0,882,0,0
3637,52,9,0,1,0,409,1,0
7240,43,6,1,3,0,6,1,0
28537,30,4,1,2,0,350,0,0
23992,56,5,1,1,0,4577,0,0
26806,36,7,0,1,0,54,1,0
28977,47,4,2,2,0,86,0,0
12196,25,1,2,1,0,94,1,1
24380,45,3,1,1,0,20187,1,0
44209,52,9,1,2,0,2506,0,0
18558,40,7,1,1,0,87,1,1
8350,37,0,0,1,0,-165,1,0
14022,56,1,2,0,0,533,0,1
35458,57,9,1,1,0,1753,1,0
24093,33,4,1,2,0,431,1,0
93,60,1,1,3,0,54,1,0
34162,48,4,1,1,0,36686,0,0
16041,50,4,1,1,0,-1,0,0
42922,49,1,1,1,0,171,0,0
43692,59,4,1,2,0,138,1,1
29703,46,9,0,1,0,1547,1,0
4667,35,9,1,1,0,1387,1,0
22178,48,6,1,1,0,91,0,0
25226,36,4,1,2,0,-92,0,1
26009,53,9,1,3,0,6921,1,0
40204,51,6,1,3,0,2094,0,0
26256,34,9,2,2,0,9851,1,0
36594,34,1,2,1,0,1599,1,0
43585,45,0,1,1,0,3006,0,0
20808,32,9,2,1,0,493,0,0
9039,44,9,1,1,0,533,0,0
40232,40,1,0,1,0,5666,0,1
4754,38,0,1,3,0,28,0,0
34013,53,7,1,1,0,341,0,0
8482,37,7,1,1,0,0,1,0
20155,46,9,1,2,0,405,0,0
44131,27,4,2,1,0,843,0,0
41064,38,9,0,1,0,902,1,0
43237,51,4,1,2,0,2635,0,0
37940,59,5,0,1,0,5845,0,0
6450,45,0,1,1,0,-173,1,0
10915,38,1,2,2,0,18,0,0
10958,59,5,1,1,0,2703,0,1
26953,54,7,0,1,0,43,0,1
12297,42,6,1,2,0,-266,0,1
12856,29,9,1,1,0,-28,0,0
27558,37,9,1,1,0,807,1,0
12045,32,1,1,0,0,209,1,1
37703,48,0,0,1,0,-407,1,0
44862,54,7,2,1,0,0,0,0
2751,48,9,1,3,0,67,1,0
7993,48,1,0,0,0,323,0,0
4251,31,0,2,1,0,396,1,0
21892,38,9,1,2,0,536,0,0
37899,33,9,1,1,0,318,1,0
19995,32,0,2,2,0,298,0,0
956,28,1,1,1,0,225,1,1
5265,31,1,1,1,0,714,1,0
38788,33,1,1,1,0,523,1,0
39982,25,8,2,2,0,1189,0,0
20128,32,9,2,1,0,321,1,0
833,42,4,1,2,0,386,1,0
32129,57,1,1,0,0,12048,1,0
1765,60,4,0,3,0,404,1,0
12964,31,9,2,1,0,9,0,0
29881,58,4,1,2,0,2142,1,0
10689,40,7,1,3,0,4075,1,0
25333,51,4,1,2,0,1612,1,0
32720,34,0,1,1,0,1467,1,0
2842,53,9,1,1,0,719,1,0
36105,47,0,1,1,0,298,1,0
25646,39,4,1,2,0,-233,1,0
13282,28,9,2,1,0,31,0,0
34850,36,0,2,1,0,245,1,0
19575,35,9,2,1,0,5059,0,1
10345,49,2,1,1,1,-178,0,1
41444,35,4,2,2,0,80,0,0
1789,31,0,1,1,0,27,0,1
30902,40,4,1,2,0,16,0,1
32528,37,7,1,1,0,1399,1,0
19567,30,6,1,2,0,694,0,0
11206,47,4,1,2,0,414,0,0
30645,31,0,2,2,0,383,0,1
10090,45,2,0,2,0,1273,1,1
43405,34,1,1,1,0,800,0,0
24006,30,9,2,1,0,124,0,0
15276,33,0,2,1,0,92,0,0
43567,70,5,1,1,0,616,0,0
30323,42,4,1,0,0,-417,1,0
1448,29,4,0,2,0,607,1,1
35991,34,7,1,1,0,-85,1,0
32208,29,1,2,1,0,1232,1,0
24602,49,4,0,2,0,1904,0,1
2600,49,7,1,1,0,254,1,0
26438,57,5,1,1,0,3815,0,0
20918,30,9,1,1,0,574,0,0
18804,44,0,0,1,0,611,0,0
7825,27,1,1,0,0,106,1,0
34370,33,4,1,2,0,0,1,0
42113,26,0,1,2,0,906,0,0
2018,48,10,1,0,0,296,1,0
15494,26,7,1,1,0,0,0,0
25729,33,9,2,2,0,149,1,0
1580,39,1,1,0,0,-432,1,0
35763,51,1,0,1,0,203,1,0
1320,31,7,1,1,0,432,1,0
6706,29,4,1,2,0,4050,1,0
18938,47,1,1,1,0,1348,0,1
38826,27,0,2,1,0,0,1,0
1524,34,1,1,1,0,67,1,1
2880,42,1,2,1,0,24,0,0
25816,30,1,1,0,0,1101,1,1
14131,55,5,1,1,0,991,0,0
5002,29,4,2,2,0,330,1,0
42741,36,9,1,2,0,6,1,0
9143,47,1,1,1,0,1996,0,0
33317,41,0,1,0,0,1314,1,0
38393,44,1,1,1,0,167,1,0
1404,30,1,1,0,0,4,1,0
30276,30,4,2,1,0,293,1,0
38170,30,7,2,1,0,140,1,0
27841,45,9,1,3,0,1938,0,0
37292,37,1,1,1,0,0,1,0
20015,31,4,1,2,0,10088,0,0
45076,46,9,1,1,0,9299,0,0
19127,59,3,1,1,0,1040,0,0
37974,27,3,1,0,0,275,1,0
358,40,1,1,1,0,211,1,0
21541,51,4,0,2,0,-202,0,0
9101,48,1,2,0,0,316,0,0
13233,55,9,1,1,0,477,0,0
26572,46,0,1,1,0,2869,1,0
37592,26,1,2,0,0,619,1,1
11096,45,0,1,1,0,231,1,0
25233,39,4,1,1,0,517,1,0
12388,46,2,1,1,0,4,1,1
38150,40,9,2,1,0,398,1,0
23190,48,2,1,0,0,386,0,1
12259,47,4,1,2,0,2716,0,0
35472,47,4,1,2,0,618,1,0
1616,32,0,2,2,0,490,1,0
22577,30,9,2,2,0,0,0,0
37488,34,1,1,1,0,113,1,0
35215,32,9,2,2,0,69,0,0
9392,29,9,2,1,0,778,1,0
36937,31,1,1,0,0,295,1,0
3069,41,9,1,2,0,744,1,0
8498,30,4,2,2,0,234,1,0
38902,23,7,2,1,0,250,1,0
42390,28,0,1,1,0,330,0,0
1676,46,9,0,2,0,288,1,0
25438,36,4,2,2,0,3343,0,0
27820,33,4,1,2,0,332,1,1
36515,33,5,1,0,0,171,1,0
14942,40,9,2,1,0,641,0,0
36887,41,1,1,0,0,5560,1,0
39864,40,7,1,1,0,0,1,0
34201,46,4,1,2,0,1446,0,0
42427,42,0,2,1,0,684,0,0
25612,46,1,2,0,0,96,1,0
36032,40,1,1,1,0,0,1,0
38927,28,0,2,1,0,2290,1,0
37562,28,0,2,1,0,20,1,0
33677,40,1,1,0,0,2129,1,0
1762,32,1,2,1,0,-578,0,0
20169,58,11,1,0,0,15,0,0
30946,40,2,0,1,0,201,1,0
19603,38,4,0,2,0,112,1,0
23722,31,4,2,2,0,0,0,0
25422,31,0,1,1,0,355,1,0
44782,42,4,2,1,0,900,1,0
4319,46,4,0,1,0,361,1,0
35110,36,4,1,2,0,152,1,0
9396,38,0,2,1,0,3823,0,0
18370,39,7,1,1,1,-697,1,0
35915,44,0,1,1,0,1248,1,1
31421,46,0,1,1,0,70,1,0
27127,34,7,1,1,0,-508,1,0
5417,45,7,1,1,0,0,1,1
38820,24,1,2,0,0,2129,1,1
34197,33,4,2,2,0,5437,0,0
39565,25,4,2,2,0,1317,0,0
32139,38,0,1,2,0,293,0,0
15481,26,0,1,1,0,0,1,0
28015,42,9,1,1,0,799,0,0
28519,31,4,1,1,0,0,0,0
19299,35,4,1,2,0,284,0,1
38458,41,1,1,1,0,49,1,0
39801,35,4,2,2,0,671,1,0
558,39,1,0,3,0,170,1,0
29894,52,6,1,1,0,371,1,0
2106,35,4,2,2,0,561,1,0
25343,31,7,1,1,0,2050,1,0
22995,32,9,2,1,0,0,0,0
27825,36,4,1,2,0,105,0,0
14788,56,1,1,1,0,0,0,1
34656,38,7,1,1,0,0,1,0
11470,55,5,0,1,0,1580,0,1
36573,44,1,1,0,0,1147,1,0
312,55,7,0,0,0,96,1,1
29817,36,1,1,1,0,1055,1,0
8910,26,1,2,0,0,3342,1,0
33919,59,9,1,1,0,2308,0,0
9788,54,4,1,2,1,153,0,0
32221,34,9,2,1,0,486,1,0
28212,49,1,1,0,0,399,0,0
27794,43,4,1,2,0,344,1,1
14178,47,9,1,1,0,338,0,1
39213,22,4,2,2,0,103,1,0
1068,59,1,1,0,0,10,1,0
38857,31,9,2,1,0,-348,1,0
24546,48,4,1,2,0,5326,0,0
3502,30,0,0,1,0,370,1,0
34574,30,7,1,1,0,253,1,0
2141,32,2,1,2,0,108,1,1
22512,41,9,1,1,0,994,0,0
16816,42,4,2,2,0,2032,1,0
44679,43,9,1,1,0,4945,1,0
40013,42,9,1,2,0,15445,0,0
7235,51,4,1,2,0,0,1,1
36745,39,1,2,1,0,175,0,0
27653,43,2,1,0,0,346,1,0
18606,29,9,1,2,0,-983,1,1
36782,35,9,0,1,0,0,1,0
38006,30,0,2,1,0,315,1,0
17996,54,0,1,0,0,0,0,0
26863,30,1,2,1,0,1472,1,0
6789,31,9,2,0,0,449,1,0
21262,36,4,0,2,0,1406,1,0
31265,45,0,0,1,0,2353,1,0
12281,53,1,1,1,0,21522,0,0
28727,60,0,0,1,0,663,0,1
19284,48,4,0,2,0,249,0,0
40615,57,4,1,2,0,1660,0,0
38129,29,7,1,1,0,363,1,0
36977,45,1,1,0,0,700,1,0
1615,32,4,2,2,0,264,1,0
25771,44,4,0,2,0,0,1,1
6931,39,0,0,1,0,22,0,0
32353,48,4,2,2,0,430,1,0
37038,47,2,1,2,0,0,1,0
41858,73,5,1,3,0,519,0,0
42057,35,0,2,2,0,980,0,0
39845,29,4,2,2,0,92,0,0
32889,39,9,1,1,0,625,1,0
34827,35,4,2,1,0,0,1,0
37243,55,2,1,2,0,323,1,1
34649,45,4,1,2,0,7620,1,0
6416,42,1,1,1,0,68,1,0
17630,38,9,2,1,0,1655,0,0
36696,52,0,0,1,0,3029,1,1
23797,35,9,0,1,0,56,0,0
34604,35,4,1,2,0,1432,1,0
24459,36,7,1,1,0,0,0,0
6728,46,1,1,3,0,-619,1,0
44916,34,9,2,1,0,3311,0,0
16236,45,0,1,1,0,295,1,0
45131,47,4,1,2,0,0,0,0
44914,43,1,1,1,0,625,1,0
3026,26,8,2,1,0,3096,1,0
32310,57,0,0,0,0,207,1,0
44210,46,4,1,1,0,766,1,0
44834,37,4,1,2,0,257,0,0
3566,55,0,1,1,0,1102,1,0
39122,30,1,2,1,0,2145,1,0
1784,58,1,1,0,0,-91,1,0
32673,58,9,1,1,0,1476,1,0
1898,23,7,2,1,0,105,1,1
8894,51,1,1,1,0,568,1,0
29695,30,9,2,1,0,62,1,0
13403,53,4,1,2,0,0,1,0
19008,48,9,1,1,0,1600,0,0
19777,50,1,1,0,0,-98,0,1
11603,40,4,1,2,0,20,1,0
44019,22,3,2,1,0,1796,0,0
15736,58,5,1,3,0,9004,0,0
2969,43,1,1,1,0,1109,1,0
41182,28,8,2,1,0,67,0,0
33779,59,1,1,0,0,1939,0,0
40185,33,9,2,1,0,66,0,0
6423,35,9,2,1,0,-229,1,0
41988,46,4,2,2,0,311,1,1
24443,36,4,1,2,0,441,1,1
40144,59,5,1,0,0,0,0,0
13036,59,5,1,1,0,184,0,0
28209,29,2,2,0,0,97,1,0
11443,52,10,1,0,0,425,0,0
37949,28,8,2,1,0,1377,1,0
23191,37,4,1,2,0,40,0,0
34331,34,2,1,2,0,1076,1,0
25804,36,4,2,2,0,774,0,0
7578,39,1,1,0,0,882,1,0
9554,52,5,1,3,0,3303,0,0
43521,26,4,2,2,0,194,0,0
17498,35,10,1,1,0,1,1,0
37509,33,9,1,1,0,668,1,1
14853,31,10,0,2,0,256,1,0
39983,34,4,1,2,0,3402,0,0
388,56,4,1,2,0,830,1,1
7033,28,0,2,1,0,1238,1,0
40438,39,0,0,1,0,19,1,0
35403,51,0,1,1,0,3025,0,0
1496,50,4,0,2,0,704,1,0
20330,33,9,1,2,0,2586,0,0
34928,34,9,2,1,0,827,1,0
23755,49,1,1,0,0,592,0,0
33327,50,1,0,1,0,881,1,1
28958,22,8,2,1,0,148,0,0
10545,51,0,1,1,0,924,1,0
30920,33,3,2,1,0,191,0,0
7160,50,6,1,1,0,6174,1,1
15688,27,4,2,2,0,831,1,0
30076,55,10,1,1,0,1436,1,0
39856,26,0,2,2,0,313,0,1
29748,40,7,1,1,0,1674,1,1
32744,41,1,1,1,0,475,1,0
10989,60,4,1,2,0,3301,0,0
9813,39,1,1,1,0,5201,0,0
15689,44,4,0,2,0,2422,1,0
6195,34,0,1,1,0,256,0,0
5849,30,4,1,2,0,265,1,0
42865,36,6,1,2,0,506,0,0
41539,60,0,1,3,0,478,0,0
45013,28,6,2,2,0,159,0,0
12093,50,4,1,2,0,536,0,0
20306,37,4,1,2,0,0,0,0
28213,59,4,1,1,0,1245,0,0
30456,47,0,2,2,0,178,0,0
17416,30,0,1,1,0,39,1,0
8138,29,0,2,1,0,315,1,0
19316,41,4,1,1,0,501,0,0
23571,38,8,1,1,0,140,0,0
34620,34,7,0,1,0,-258,1,0
36307,49,1,1,1,0,0,1,0
7063,44,1,1,0,0,3753,1,0
16474,41,4,1,2,0,1408,0,0
36362,45,7,1,1,0,462,1,0
14416,47,9,1,1,0,0,0,0
33428,32,9,1,1,0,3322,1,0
3437,44,4,1,1,0,38,1,0
12637,36,4,2,2,0,678,0,1
6235,31,1,1,1,0,203,1,0
1886,48,10,1,1,0,855,1,0
36484,31,7,0,1,0,62,1,0
15671,44,1,1,0,0,2470,0,0
37588,27,1,1,1,0,1028,1,1
3564,44,4,1,1,0,2984,1,0
30309,33,9,2,3,0,10600,0,0
28352,56,2,1,0,0,84,0,0
12061,41,2,1,2,0,306,1,0
37333,50,4,1,0,0,117,1,0
23363,31,4,2,2,0,347,1,0
6700,28,1,2,3,0,448,1,0
38247,47,7,1,1,0,1474,1,0
40461,35,7,2,2,0,0,0,0
310,56,0,1,1,0,353,1,0
3674,58,5,0,0,0,6,0,0
5330,36,0,1,1,0,-118,1,1
17849,58,10,1,1,0,610,1,0
32392,32,4,1,0,0,5,1,0
33397,33,3,1,2,0,10,1,0
44440,38,0,2,1,0,115,0,0
12472,35,1,0,0,0,0,0,0
20089,35,4,1,2,0,337,0,0
44549,49,7,1,0,0,1830,1,0
711,40,1,0,1,0,0,1,0
8493,32,7,1,1,0,1464,1,0
29021,36,0,1,1,0,854,1,0
29367,48,4,1,2,0,7289,1,0
25433,41,1,1,1,0,1362,1,0
32298,24,8,1,3,0,146,0,0
26655,43,4,1,2,0,28,1,0
4373,51,4,1,3,0,6482,1,0
11810,56,1,1,3,0,665,1,0
21415,61,4,1,1,0,985,0,0
18550,53,1,1,1,0,0,0,0
24182,30,9,2,1,0,816,1,0
32095,31,4,2,2,0,2384,1,0
5788,33,4,2,1,0,-424,1,0
41139,55,9,0,2,0,0,0,0
10444,38,2,1,1,0,8,0,0
20102,36,4,2,2,0,553,0,0
28876,36,0,0,2,0,281,0,0
21134,46,6,1,0,0,3262,0,0
37085,33,4,1,2,0,1195,1,0
37553,40,1,2,0,0,2226,1,0
6746,34,7,1,1,0,1182,1,0
38091,30,2,1,0,0,386,1,0
44483,75,5,1,0,0,3504,0,0
27597,42,7,1,3,0,7482,0,0
39467,36,7,1,2,0,562,0,0
42772,30,1,1,1,0,2493,0,0
37400,40,1,0,3,0,528,1,0
5854,36,1,0,1,0,-140,1,0
33243,35,0,0,2,0,262,1,0
35931,27,0,2,1,0,3,1,0
37799,24,7,2,3,0,608,1,0
37917,29,9,2,1,0,1331,1,1
